"brand_name","provider_id","cnt_services"
"Beaver_Valley_Cable","190046 ","1963"
"Indianhead Telephone Company","130142 ","1962"
"Rock Port Telephone Company","131126 ","1953"
"Mansfield Community Fiber","390166 ","1953"
"Wellman Cooperative Telephone Association","131458 ","1950"
"bright.net north","130481 ","1946"
"Cuba City Telephone Exchange Company, Inc.","160127 ","1946"
"Peak WiFi","300117 ","1940"
"Three River Telco","131349 ","1939"
"Chippewa Valley Communications, Inc.","130889 ","1937"
"Mobius Communications Company","130602 ","1931"
"MGW Telephone","130814 ","1920"
"FIXED BB AVAIL","130395 ","1918"
"Schaller Telephone Company","131166 ","1916"
"OmniTel-FMTC I35","130484 ","1899"
"Peoples Services LLC","131030 ","1899"
"Kaniksu Internet","460047 ","1892"
"Fiber Wave| LLC","400016 ","1885"
"Cass Telephone Company","130208 ","1884"
"Big Bend Telephone Company, Inc","130123 ","1883"
"X-Tech","370146 ","1878"
"Fusion","360117 ","1878"
"Yeoman Telephone Co","131520 ","1873"
"McDonald County Telephone and Internet","130798 ","1862"
"Glo Fiber Enterprise","131181 ","1857"
"Sister Lakes Cable","250069 ","1849"
"Delcambre Telephone Co.","130398 ","1849"
"War Telephone LLC","131378 ","1846"
"City of Norway","470016 ","1845"
"Peak Fiber a Logan County Gig PPP","420073 ","1844"
"Electra Telephone Company","190233 ","1838"
"Plains Communication Services, LLC","131049 ","1831"
"United Communications Association Inc","131395 ","1826"
"Pioneer Long Distance, Inc.","131045 ","1825"
"San Juan Cable","280052 ","1822"
"Monroe Telephone Company","130854 ","1820"
"Lightwave Communications| llc","390065 ","1813"
"Ottoville Mutual Telephone Company","131342 ","1811"
"Canadian Valley Telephone Company","130195 ","1810"
"Lavaca Telephone Company, Inc.-OK","130425 ","1800"
"Fond_du_Lac_Communications","430123 ","1796"
"Franklin Telephone Company","130514 ","1793"
"Geneva On-Line","190169 ","1791"
"Mid-Hudson Data Corp","240058 ","1787"
"Ayersville Telephone Company","130087 ","1785"
"Rock County Broadband Alliance, LLC","130040 ","1780"
"EPIC TOUCH CO, INC","430121 ","1778"
"Sea Ranch Connect","220031 ","1770"
"Clear Creek Broadband","450029 ","1767"
"Margaretville Telephone Co.","130780 ","1765"
"FIVEAREA Fiber","130502 ","1758"
"Dell Telephone Cooperative","130400 ","1748"
"Manti Tele Communications Co, Inc.","130778 ","1738"
"New Hampton Municipal Utilities","440157 ","1734"
"Pinpoint Auburn, Inc.","131043 ","1719"
"LYCOM COMMUNICATIONS INC.","130507 ","1706"
"EagleZip.com","360025 ","1706"
"Carnegie Telephone Company","130201 ","1699"
"Cherry Capital Connection, LLC","210018 ","1698"
"Resonance Broadband","250099 ","1695"
"Television Association of Republic","290105 ","1691"
"FJ Communications","140036 ","1688"
"Blossom Telephone Company Inc.","130141 ","1683"
"TCT","410172 ","1681"
"Borough of Kutztown","280010 ","1673"
"Union River Telephone Company","131388 ","1672"
"318HighSpeed","410131 ","1668"
"Goldfield Telephone Co Inc","130321 ","1665"
"City of Anacortes","420020 ","1663"
"GoNetworkPR","420168 ","1663"
"Hot Springs Telephone Co","130622 ","1661"
"Grand Mound Cooperative Telephone Association","130559 ","1655"
"Topsham Telephone Company","130269 ","1651"
"Allpoint NetworX, Inc.","130036 ","1648"
"Wifinity  LLC","370142 ","1644"
"La Ward Communications","130710 ","1630"
"Kalida Telephone Co., Inc.","130681 ","1627"
"Hamilton Long Distance Fiber - Bus & Res","130887 ","1623"
"Zoom Fiber","430101 ","1618"
"Stratford Mutual Telephone Company","131267 ","1614"
"SoundInternetServices","290093 ","1613"
"Grafton Telephone Company","130557 ","1612"
"Uplink Internet| LLC| Uplink L.L.C.","370131 ","1611"
"Hartington Telecommunications Co., Inc.","130592 ","1604"
"Lipan Telephone Company","130747 ","1604"
"COLUMBUS TELEPHONE CO","130314 ","1603"
"Hancock Telephone Co","131337 ","1602"
"Pend Oreille PUD","290075 ","1599"
"Fusion Cloud Services, Inc.","360117 ","1595"
"BRIDGEWIRED LLC","420013 ","1583"
"Black Bear Fiber","320115 ","1583"
"Atkins Telephone Company","170014 ","1580"
"Enlightened","480036 ","1577"
"Independent Networks","131114 ","1572"
"AUDEAMUS","131173 ","1563"
"Smart City Telecommunications LLC","130795 ","1563"
"Home Communications Inc","130616 ","1558"
"C-M-L Telephone Cooperative Association","130302 ","1556"
"Tongue River Communications","400139 ","1543"
"LR_Communications","280069 ","1536"
"Woodstock Telephone Company","131506 ","1534"
"PlumasSierraTelecommunications","160141 ","1531"
"Olin Telephone Company","130974 ","1514"
"Blanchard Telephone Association, Inc.","130134 ","1512"
"Hospers Telephone Exchange Inc. d/b/a Premier Communications","130877 ","1506"
"Clear Lake Telephone Company","130291 ","1506"
"Kinex Telecom","130696 ","1505"
"Chapin Telephone Company","130233 ","1503"
"Alhambra-Grantfork Telephone Company","130036 ","1497"
"Smoky Valley Internet","330072 ","1496"
"COASTAL FIBER","470018 ","1484"
"Highland Telephone Cooperative (HTC)","130610 ","1480"
"SDN Communications","300135 ","1475"
"CableAmerica","140018 ","1475"
"Noxapater Telephone Company","130148 ","1474"
"Midstate Communications Inc","131102 ","1473"
"TC LLC","270084 ","1470"
"Glenwood Network Services, Inc.","130546 ","1469"
"HarvestBeam INC.","460037 ","1463"
"The Preston Telephone Company","131071 ","1462"
"Roseau Electric Cooperative, Inc.","410085 ","1454"
"Glenwood Telephone Company","130545 ","1449"
"Bristol Bay Telephone Cooperative Inc","130160 ","1448"
"Pwr-Net","350088 ","1442"
"Dunbarton Telephone Company","130420 ","1441"
"Northwest Communications Cooperative Association","130953 ","1437"
"North English Cooperative Telephone Company","130930 ","1436"
"Ducor Telephone Company","131416 ","1434"
"Topsham Communications","130269 ","1427"
"TCT Internet (Up to 75/50)","131366 ","1421"
"Somefield Cable TV","410147 ","1419"
"Sand Creek","131157 ","1419"
"Mescalero Apache Telecom, Inc.","130810 ","1415"
"Outer Reach Broadband","460584 ","1412"
"OREGON-IDAHO UTILITIES","131123 ","1409"
"Seimitsu","220066 ","1408"
"Lyons Communications","430099 ","1405"
"Unifi North LLC","390128 ","1405"
"Mobilcom","440152 ","1404"
"Advantage Communications","400001 ","1400"
"ITE&E","220001 ","1398"
"Fort Mojave Telecommunications, Inc.","130509 ","1396"
"PTC","131027 ","1396"
"RiverNet","450109 ","1392"
"Cambridge Telephone Company","131043 ","1391"
"Magazine Telephone Company","130772 ","1389"
"Hamilton County Communications","130584 ","1387"
"Colfax Cable Company","131247 ","1384"
"Colo Telephone Company","130310 ","1382"
"Riviera Telephone Company","131117 ","1379"
"OmniTel-Interstate Cablevision","130484 ","1370"
"SHLB CATV ROBN","130485 ","1366"
"TCT Cable Internet (Hardin)","131366 ","1362"
"WideOpen Networks, Inc.","400054 ","1355"
"Mohawk Networks LLC","300110 ","1354"
"Home Telephone","131074 ","1349"
"Community Digital Wireless","130938 ","1349"
"Leap Communications, LLC","340043 ","1347"
"LaHarpe Telephone Company","330086 ","1345"
"Plainview Telephone Company","131050 ","1345"
"Syringa Networks, LLC","130032 ","1344"
"Danville Mutual Telephone Company","130390 ","1344"
"Citynet LLC","190435 ","1343"
"HOME","130074 ","1341"
"SHLB CATV BPLN CU","130485 ","1335"
"Spring Grove Communications","131240 ","1333"
"Glasford Telephone Company","130544 ","1328"
"CS Technologies, Inc.","160127 ","1326"
"OnWav","131384 ","1324"
"City of Bellevue","190080 ","1323"
"GreatWave Communications","440138 ","1319"
"VenusTelephone","131423 ","1319"
"Northern Telephone & Data","130943 ","1315"
"SkyNet Broadband Inc","410157 ","1315"
"Kaweah Computers","460559 ","1315"
"LightBeam Internet","340095 ","1314"
"Northern Telephone","130945 ","1314"
"LincTel Communications","130744 ","1312"
"Traceroad, Inc.","131363 ","1311"
"Wisper Next Wireless Internet","130527 ","1286"
"Bethesda Wireless and Fiber","270016 ","1282"
"Pine Drive Telephone Co","130674 ","1279"
"We Connect Fiber","140030 ","1279"
"Hamilton County Cable","130690 ","1274"
"Modern Cooperative Telephone Company","130849 ","1272"
"Mound Bayou Telephone Company","140030 ","1271"
"Grundy Center Municipal Light & Power","190180 ","1268"
"Urban Communications, Inc","250081 ","1265"
"Echo Broadband","370034 ","1261"
"Stanton Telecom, Inc.","131250 ","1259"
"Reynolds Cable, Inc.","131106 ","1258"
"Oklahoma Western Telephone Company","190233 ","1250"
"NextGen Communications, LLC","130291 ","1249"
"Jicarilla Apache Nation Power Authority","460046 ","1247"
"Cogent Communication","200014 ","1245"
"Springville Cooperative Telephone Association, Inc.","131243 ","1242"
"McCormack Networks","130449 ","1241"
"FBA FTC 063023","130487 ","1239"
"Miller Telephone Company","131303 ","1233"
"New Windsor Communications, Inc.","130908 ","1231"
"Southern Montana Telephone Company","131231 ","1229"
"E-Tel, LLC","190142 ","1228"
"Epic Touch","130460 ","1224"
"Pattersonville Telephone Company","131013 ","1224"
"Harmony Telephone Company","130590 ","1221"
"Kitsap PUD","290075 ","1220"
"ROAMR Wireless & Broadband","480000 ","1219"
"GTECH Fiber LLC","450051 ","1209"
"CMA Wireless","450032 ","1207"
"Pasty.net","300116 ","1206"
"SHLB CATV FTTH","130485 ","1205"
"Diller Telephone Company","150250 ","1193"
"Lost Nation-Elwood Telephone Company","130759 ","1189"
"City of Hawarden","190085 ","1189"
"Tilson Broadband","430083 ","1186"
"Castleberry Communications","130210 ","1185"
"Silo Communications","440170 ","1185"
"FMTCS SHLB FTTH","130485 ","1183"
"ITS TELECOM_ILEC","131060 ","1179"
"SHLB CATV MRNG CU","130485 ","1179"
"Sledge Telephone Company","131272 ","1177"
"DQE Communications LLC","300044 ","1176"
"Medicine Park Telephone Company","190233 ","1171"
"702 Communications","131408 ","1170"
"Gervais Telephone Company","130539 ","1170"
"AirFiber, LLC","440113 ","1162"
"LOCAL ACCESS NETWORK LLC dba Milaca Local Link","130115 ","1160"
"AzAirNet","290057 ","1159"
"Louisiana Competitive Telecommunications","130685 ","1155"
"Cruzio","300043 ","1154"
"SkyNet Communications of Kentucky LLC","320082 ","1152"
"High Mountain Farm Broadband","320049 ","1150"
"Centric Fiber","430109 ","1149"
"Community Internet Service","130325 ","1149"
"Sac County Mutual Telephone Co","131146 ","1146"
"ILEC","131475 ","1146"
"FastBridge Fiber","470127 ","1143"
"Blueriver Networking Services","310014 ","1143"
"Stroud Media","450177 ","1142"
"Guthrie Telecommunications Network, Inc","131008 ","1140"
"Gridley Telephone Co.","390138 ","1138"
"Mud Lake Telephone Cooperative Assn, Inc.","130874 ","1136"
"Blanca Telephone Company","130133 ","1136"
"Cordova Telephone Cooperative","130352 ","1135"
"Ridgetop Networks, LLC","250066 ","1123"
"Minerva Valley Telephone Co., Inc.","130846 ","1119"
"Cedar Communications LLC","130285 ","1118"
"Keystone Communications","130693 ","1116"
"FractalVision","280024 ","1115"
"Warm Spring Telecom","260070 ","1113"
"Webb-Dickens Telephone Corporation","130877 ","1112"
"Airwave Networks  LLC","410159 ","1107"
"A&ACommunicationsLLC","390001 ","1102"
"Hinton Telephone","130614 ","1102"
"Colton Telephone Company","130312 ","1098"
"Beresford Municipal Telephone Company","130118 ","1096"
"Cyber Mesa","190506 ","1095"
"K-PowerNet LLC","460048 ","1091"
"Spring Valley Telephone Company","131241 ","1089"
"Barnesville Municipal Telephone","130270 ","1086"
"WiFiHood","310079 ","1082"
"Bolt-Mediacom","130804 ","1080"
"BTC Communications","150225 ","1075"
"Rapid Wireless, LLC","450106 ","1071"
"Brooklyn Mutual Telecommunications Cooperative","130169 ","1067"
"H&B Communications, Inc","130581 ","1064"
"Oklahoma Fiber Network, LLC","190233 ","1061"
"Hyak","300144 ","1061"
"St John Cable Company","131247 ","1057"
"Nunn Telephone Company","130963 ","1053"
"Massena Telephone Company","130787 ","1052"
"Hillcom Inc","370048 ","1052"
"Valley Telephone","131009 ","1045"
"Invisalink Wireless","360043 ","1037"
"Cumberland Telephone Company","130374 ","1037"
"Belmont Telephone Company","160127 ","1032"
"Echo Wireless Broadband, Inc.","460661 ","1031"
"Martelle Communications Cooperative","130785 ","1030"
"Crown Point Network Technologies, Inc dba Bridge Point Communication","130369 ","1028"
"Kennebec Telephone Company, Inc.","130691 ","1027"
"SDWISP","300136 ","1025"
"Crown Point Telephone Corporation","130369 ","1025"
"Minnesota Valley","130718 ","1024"
"Global Net","300138 ","1023"
"Omsoft","440162 ","1019"
"NTInet Inc","220046 ","1016"
"Catalina Broadband Solutions, LLC","190075 ","1014"
"Titonka Telephone Company","131354 ","1014"
"BAI Connect","460014 ","1013"
"Ocracoke Cable TV LLC","410126 ","1013"
"Rayfield Communications","280047 ","1012"
"Methownet.com","270062 ","1012"
"FMTCS URBN FTTH","130485 ","1009"
"Manning Municipal Utilities","160129 ","1008"
"Hardy Communications Inc","130588 ","1004"
"Hardy Telecommunications, INC CLEC","130588 ","1004"
"EBTX Wireless","350039 ","993"
"Sky Valley Network","270073 ","988"
"NexStream","410132 ","985"
"Roome Telecommunications Inc","131130 ","984"
"Mainstay Communications","130603 ","983"
"Supernet","260049 ","981"
"fatbeam","300057 ","973"
"TCT Internet (Forsyth)","131366 ","972"
"ARROWHEAD","130074 ","971"
"Flat Rock Telephone Co op","130503 ","967"
"Keene Valley Video","130690 ","965"
"NNTC Wireless","130962 ","964"
"Fiber Connect, LLC.","370164 ","964"
"Outback Internet, LLC","280042 ","962"
"Wyoming Mutual Telephone Company","131510 ","961"
"FiberComm LC","190150 ","954"
"La Jicarita Rural Telephone Cooperative","130708 ","949"
"Whiz to Coho Inc","150336 ","946"
"Hemingford Cooperative Telephone Company","130602 ","945"
"Bee Online Advantage","440025 ","943"
"Viola Home Telephone Co.","131431 ","939"
"I5 Fiber","440204 ","938"
"New Lisbon Telephone","130904 ","930"
"Hubbard Cooperative Telephone Association","130626 ","922"
"Extreme Broadband Inc","290048 ","922"
"ChoiceTEL","180009 ","921"
"South Valley Internet","350094 ","919"
"Bush-Tell","340029 ","918"
"Diverse Communications","131505 ","916"
"D & P Communications","130385 ","913"
"Readlyn Telephone Company","131096 ","912"
"Lee Wireless","470048 ","912"
"Lightspeed Networks","190227 ","912"
"Madison Telephone, LLC","130771 ","905"
"Belhaven Cable TV Inc.","410120 ","900"
"Farmers Mutual Cooperative Telephone Company","130478 ","900"
"FIVEAREA Copper","130502 ","900"
"Cable T.V. of Stanton, Inc.","131250 ","899"
"HBE Internet","280046 ","892"
"Patriot Cable System LLC","420094 ","892"
"Gorham Telcom","130555 ","891"
"Dunkerton Telephone Cooperative","130421 ","891"
"Tatum Telephone Company","190233 ","890"
"TurboNet","410151 ","888"
"Winthrop Telephone Company","130718 ","882"
"Jordan Soldier Valley Telephone Company","130757 ","876"
"Carbon Valley Internet","400006 ","874"
"OmniTel-FMTC SWT","130484 ","869"
"La Canada Wireless Association","130707 ","868"
"Palo Cooperative Telephone Association","131006 ","867"
"SIFIBE","370102 ","865"
"Adirondack Broadband","480003 ","863"
"LHTC Broadband","130721 ","856"
"LymeFiber","440149 ","846"
"Rice Belt Telephone Company Inc","131108 ","844"
"Mutual Telephone Company of Morning Sun, Iowa","130878 ","844"
"Laurens Municipal Power & Communications","130724 ","842"
"Prologic Technology Services LLC","420101 ","841"
"Atwood Cable Systems Inc.","130084 ","841"
"FIBER COMMUNICATIONS of COLUMBUS","130314 ","839"
"WBS Inc.","390152 ","838"
"Lone Pine Communications, Inc.","470073 ","832"
"Clarence Telephone Company","130285 ","826"
"NTT Fiber (North Texas Telephone)","440000 ","825"
"Gruver.Net","380077 ","824"
"CNSNext","150236 ","823"
"Richmond Telephone","210090 ","822"
"Net Vision Communications","360128 ","821"
"FiberLink","460002 ","820"
"Airhawk Wireless","340002 ","818"
"Fort Randall Cable Systems, Inc","150266 ","814"
"Pocahontas Fiber Network","130953 ","814"
"Town of Islesboro","420133 ","813"
"SHBL CATV LUZE FTTH","130485 ","812"
"Baca Valley Telephone","130090 ","808"
"CNSNext","130281 ","801"
"Ellsworth Cooperative Telephone Association","130450 ","801"
"Lane Fi","360116 ","798"
"Kudzu Networks Inc","460536 ","798"
"Willard Communications LLC","400055 ","793"
"NTX Fiberwave","390080 ","790"
"ICS Advanced Technologies","300186 ","787"
"Cooperative Telephone Exchange","130347 ","781"
"EAGLE VALLEY","130074 ","778"
"Casey Mutual Telephone Company","130207 ","774"
"Emerald Broadband, LLC","410035 ","773"
"Kingdom Fiber","400036 ","770"
"Lavalink","370066 ","770"
"Waldron Telephone Company","130511 ","768"
"TCT Internet (Up to 50/20) Lovell","131366 ","766"
"IHM Eagle Corp","430198 ","764"
"GTECH FiXber LLC","450051 ","760"
"OREGON TELEPHONE CORPORATION","130986 ","754"
"Baseline Internet","460008 ","754"
"Newwave Broadband","130711 ","753"
"FASI","130502 ","751"
"Ponderosa Edge","131057 ","744"
"Pacific Lightwave","370082 ","739"
"ClearPath Fiber","460522 ","738"
"K & M Telephone Company, Inc","130679 ","737"
"Lenox Communications","190223 ","736"
"sullybdc6302023892023","131613 ","734"
"MGI","380079 ","733"
"Oneida Network Services","130977 ","731"
"Dixon Acquisition, LLC.","160127 ","728"
"City of LaGrange Telecommunications","180014 ","726"
"xBar7 Communications  inc","380159 ","716"
"Leaf_River_Telephone_Company","280069 ","716"
"Unlimited Net Partners| LLC","130019 ","713"
"Unlimited Net Partners| LLC","400053 ","713"
"Farmers Telephone CompanyEssex","130489 ","710"
"Crossville Communications","130368 ","707"
"Falcon Broadband Networks","430178 ","698"
"FELTON","130074 ","697"
"Jefferson Communciations, LLC","130757 ","695"
"BagleyPublic Utilities","300015 ","690"
"Radcliffe Telephone Company","131085 ","680"
"Buffalo Fiber","450027 ","680"
"Cannon Valley Telecom, Inc.","130142 ","677"
"Eclipse Communications","410139 ","675"
"OptimERA Holdings Inc","360064 ","670"
"Fusion Networks","440135 ","670"
"SHLB CATV CNCY FTTH","130485 ","668"
"SHLB CATV BTWN FTTH","130485 ","667"
"COMMUNITY ANTENNA SYSTEM INC","240025 ","667"
"Tonica Telephone Company","131358 ","666"
"Complete Computers","320090 ","666"
"CityofAlbany","190020 ","660"
"Woodhull Telephone","131505 ","660"
"Hunt Telecommunications","330025 ","660"
"Elytron Communications","410041 ","648"
"Mapleton Communications Management Agency","130757 ","648"
"Locality Networks Inc","390067 ","647"
"Skyweb Networks, Inc.","330071 ","643"
"HTC TECH","130624 ","632"
"Westphalia Telephone Company","130233 ","632"
"Ridgeville Telephone Company","131344 ","629"
"Orcas Online, Inc.","200057 ","628"
"Net Doctos SC LLC","440156 ","627"
"Rural Gig LLC","400037 ","624"
"Mark Twain Communications Company","130781 ","623"
"Rocky Ridge Wireless","220058 ","623"
"Duke Broadband Inc","440133 ","622"
"WiFi Pros","460615 ","621"
"AirRunner Networks LLC","270009 ","619"
"Manchester-Hartland Telephone Company","130777 ","616"
"Reynolds Telephone Company","131106 ","614"
"Smith Internet Solutions","370160 ","614"
"KL Broadband","420069 ","613"
"FMTCS ALBN FTTH","130485 ","611"
"UFTC","131394 ","610"
"Carnegie Telephone Company DBA Lightspeed Services, LLC","130201 ","608"
"Fibercreek","410038 ","604"
"Monitor Cooperative Telephone Company","130852 ","603"
"KWISP","200019 ","602"
"Aureon Communications, L.L.C.","280005 ","601"
"Border to Border Communications, Inc.","190233 ","601"
"Telefonica","131308 ","598"
"Silica Broadband","400039 ","597"
"Little Wapsie Communications","460051 ","596"
"Reynolds Media","410084 ","593"
"Ogden Communications","160135 ","592"
"FARMERS TELEPHONE COMPANY","130488 ","591"
"Corn Belt Telephone","130353 ","591"
"Rothsay Telephone","131009 ","590"
"Sacred Heart Telephone Company","150266 ","588"
"Scranton Telephone Company","131171 ","588"
"Terral Telephone","131320 ","587"
"BGMU FIBER","270014 ","583"
"FPUAnet Communications","240037 ","582"
"WalkerWifi.com","300069 ","582"
"FastTrack Communications","190146 ","580"
"Pioneer Telephone Company","131047 ","580"
"Hopi Telecommunications Inc","140043 ","577"
"Oneida Telephone Exchange","130977 ","576"
"Nmax","430202 ","575"
"IFN","450055 ","570"
"TELE-PAGE Inc.","290103 ","566"
"Yellowstone Media Design","150341 ","566"
"Fibre Alaska","330010 ","564"
"Belmont County Gig","420073 ","563"
"Carolina Airlink","440123 ","561"
"Velocity Broadband","350024 ","556"
"Moultrie Independent Telephone Company","131180 ","556"
"Vector Data Systems LLC","170089 ","553"
"Provincial Cable & Data LLC","390091 ","548"
"Farmers Mutual Telephone","130481 ","543"
"TCT Internet (Up to 50/20) Greybull/Shell","131366 ","541"
"Van Horne Communications","131415 ","528"
"Kiza Wireless","460104 ","526"
"Fishers Island Telephone Corp","170044 ","526"
"Sandwich Isles Communications","131161 ","521"
"Mutual Telephone Company","150120 ","517"
"Armstrong Telephone Company - NO","130071 ","512"
"LVWifi.com","210105 ","512"
"CRST Telecom, Inc.","130243 ","510"
"LaHarpe Telephone Co","130711 ","503"
"Wharton County Electric Cooperative Inc.","150335 ","502"
"Wittenberg_Cable_ TV_Company_Inc.","130919 ","502"
"Zentro","430031 ","502"
"Ringsted Telephone Company","131114 ","498"
"county line communications","460681 ","498"
"Citizens Telephone Company of Higginsville Missouri","130263 ","487"
"ST PAUL COOPERATIVE TELEPHONE ASSOCIATION","131248 ","486"
"KDSI Internet Services","330042 ","483"
"Terril Telephone Cooperative","131321 ","477"
"CNSNext","130272 ","476"
"Georgetown Telephone Company","390139 ","476"
"McNabb Telephone Company","130802 ","474"
"Viola Communications, Inc","131431 ","474"
"Baldwin Nashville Telephone Company, Inc.","130092 ","474"
"Satview Broadband Ltd.","410156 ","473"
"ERC Broadband","440030 ","468"
"Veloxinet","280063 ","468"
"Advanced Wireless","350005 ","467"
"Washtenaw Fiber Properties LLC (WashFTTH.com)","430221 ","464"
"Alpine Communications LC","130045 ","463"
"Oregon Farmers Mutual Telephone Company","131362 ","460"
"Ayrshire Farmers Mutual Telephone Company","130953 ","459"
"LCS Fibercomm, LLC","470047 ","457"
"AaroBand","460637 ","456"
"Velocity Internet","390121 ","454"
"ALTATEC","130046 ","451"
"Panora Telecommunications, Inc","131008 ","451"
"Royal Telephone Company","131135 ","449"
"Valparaiso Broadband","220069 ","448"
"Warp Networks, Inc","370138 ","445"
"ENCO Electronic Systems LLC","380038 ","445"
"CVEC  CVEC Connect","470021 ","444"
"Lone Pine Communications / Stimulus Technologies","470073 ","443"
"CCECA Broadband","480018 ","443"
"Pattersonville","150119 ","443"
"CLEC","131475 ","442"
"Fort Randall Telephone Compnay","150266 ","436"
"Templeton Telephone Company","131315 ","435"
"Eagle Telephone Systems","130431 ","434"
"Otelco Mid-Missouri LLC","131378 ","433"
"Express WISP LLC","410037 ","433"
"Hancock Telephone Co","430041 ","432"
"St Joe Wireless","130833 ","432"
"CNSNext","150235 ","429"
"Chugwater Telephone Company","220073 ","427"
"Vaughnsville Telephone Co","131418 ","426"
"US Signal Company","130996 ","421"
"KC Fiber","150237 ","418"
"Dillon Beach Internet Service LLC","340093 ","415"
"Warwick Broadband Service","360090 ","412"
"CALLAWAY","130074 ","407"
"Franklin PUD","290075 ","403"
"Allied Telecom Group, LLC","220005 ","401"
"Palmer Mutual Telephone Company","131003 ","400"
"NEK Broadband","450083 ","399"
"PeoplesNet","380132 ","398"
"Henderson Municipal Power & Light","190184 ","398"
"Ozark Mountain Internet","430013 ","397"
"Andrew Telephone Company Inc","130709 ","396"
"NetFortris","300103 ","393"
"Toncom, Inc.","131358 ","393"
"Alma Telephone Company","130043 ","392"
"BridgerCableTV","240011 ","391"
"APPLIED COMMUNICATIONS TECHNOLOGY, INC","130065 ","390"
"Celect Communications","131241 ","389"
"Mid-Maine TelPlus LLC","131378 ","389"
"Mobilcomm  Inc dba Heavenwire.net","130316 ","389"
"TCT Internet (Up to 10/1) Lovell","131366 ","385"
"Telecom West Inc.","350100 ","378"
"Meridian LTE, LLC","130311 ","376"
"Fenton Coop Tel. Co.","130495 ","374"
"TSC, Inc","130201 ","366"
"AVISP","350134 ","366"
"FMTV","130509 ","363"
"Hurricane WiFi LLC","450054 ","359"
"NoaNet","290075 ","350"
"TCT Internet up to 75/50","131366 ","349"
"First Communications","130499 ","349"
"Clarksville Mutual Telephone Company","130287 ","345"
"Scott County Telephone Company, LLC","131169 ","344"
"Peace Valley Telephone","131019 ","341"
"America Internet & Communications","190025 ","339"
"Sebewaing","310062 ","338"
"Lone Rock Cooperative Telephone Company","130756 ","338"
"TCT Internet Up to 50/20","131366 ","336"
"Benton PUD","290075 ","336"
"Basin 2 Way Radio, Inc.","300016 ","336"
"Flatwater Wireless","350043 ","335"
"Last Mile Wireless","320059 ","333"
"Grid Southwest","460036 ","332"
"lynnvillebdc63020238212023","130766 ","332"
"Applied_Technology_Group_Inc.","390008 ","332"
"NocTel Communications, Inc.","460576 ","326"
"Hilltown Networks","320050 ","323"
"LitFiber","450069 ","322"
"Elsie Communications","300192 ","319"
"JCMM Ventures LLC","210046 ","316"
"Maple Broadband","480002 ","315"
"Softworx Inc.","370106 ","315"
"Sebago Fiber & WiFi","460072 ","313"
"Rico Telephone","440186 ","311"
"""PGB Fiber, LLC d/b/a Pioneer Communications""","450101 ","308"
"Hughes Computer Services Inc","240046 ","308"
"Easton Telephone Company","130142 ","307"
"Adak Eagle Enterprises","130011 ","305"
"SureFire Internet","460077 ","305"
"Worldnet Telecommunications","150339 ","303"
"Dialog Telecommunications","440203 ","301"
"Triplet Mountain Communications, Inc.","190428 ","299"
"TCT Internet (Up to 10/1)","131366 ","298"
"Center Cable TV","460017 ","297"
"Nyecom Teleservices, Inc.","131050 ","295"
"BENTON CABLEVISION, INC.","130115 ","292"
"Zenda Telephone Company","131303 ","290"
"Hat Island Telephone Company","131478 ","285"
"Encore Communications","360028 ","284"
"Onslow Cooperative Telephone Association","130979 ","283"
"The Hancock Telephone Co","131337 ","282"
"City of Faith Municipal Telephone Company","130274 ","281"
"Plains Broadband","430066 ","281"
"Oran Mutual Telephone Company	","130983 ","279"
"Cheney fast INTERNET","470008 ","276"
"Western Communications, Inc.","270099 ","275"
"Roggen Telephone Cooperative Company","131128 ","273"
"Clallam PUD","290075 ","271"
"Ultranet LLC","450128 ","271"
"TCT Internet (Up to 10/1) Greybull Shell","131366 ","265"
"Monmouth Telephone & Telegraph","170067 ","260"
"903 Broadband","420000 ","257"
"Massivemesh Networks","310059 ","256"
"Servpac","250070 ","254"
"Telnet Worldwide, Inc.","190364 ","254"
"AiroComm","340003 ","251"
"Rural Farm Networks LLC","250102 ","250"
"Us new era internet corp","420139 ","245"
"HOPEWELL INTERNET SERVICES LLC","440191 ","241"
"NCREN","300086 ","239"
"Prairieburg Telephone Company, Incorporated","190233 ","238"
"Burkes Garden Telephone Co","130178 ","237"
"Vertical Broadband","340079 ","236"
"NisquallyIndianTribe","460057 ","235"
"reasnorbdc6302023","140076 ","232"
"A Net LLC","130043 ","230"
"BCCTC","130096 ","225"
"LaZerArt, Inc.","450064 ","222"
"SDC Internet","450113 ","221"
"Allstream Business US, LLC","130982 ","221"
"Azure Standard","370012 ","220"
"Countrymen Communications","400012 ","220"
"EllumNet","440172 ","220"
"TCT Internet (up to 10/1)","131366 ","219"
"S-Net Communications","230042 ","215"
"Communications Plus, Inc.","131303 ","206"
"Fox Xchange","460675 ","204"
"Fiber Fast Homes","470030 ","201"
"Telesystem","310090 ","200"
"Farmers Rural Connect, Inc.","480037 ","199"
"Fitchburg Fiber LLC d.b.a. Fitchburg Fiber Company","460033 ","197"
"Hankins Information Technology Inc.","360119 ","197"
"Princeton Electric","300118 ","197"
"Fort Randall Telphone Company","150266 ","196"
"Bretton Woods Telephone Company","430181 ","196"
"Xiber, LLC","380177 ","196"
"Southeastern Services","160151 ","195"
"searsborobdc6302023842023","131172 ","193"
"Zavala Communications","430100 ","187"
"The World","130083 ","186"
