Provider Name,Affiliation,Operation Type,FRN,Provider ID
"The Butler Rural Electric Cooperative Associations, Inc.","The Butler Rural Electric Cooperative Association, Inc.",Non-ILEC,0027343813,390121
The Champaign Telephone Company,The Champaign Telephone Company,ILEC,0002926582,131329
The Chillicothe Telephone Co,"Horizon Telcom, Inc.",ILEC,0003007481,130619
The Chugwater Telephone Company,Mountain West Technologies Corporation,ILEC,0001631084,220073
The Community Agency,Community Cable Television Agency of O'Brien County,Non-ILEC,0007069867,190101
"The Computer Works of Arkansas, Inc.","The Computer Works of Arkansas, Inc.",Non-ILEC,0019707678,270090
THE CONNEAUT TELEPHONE COMPANY,The Conneaut Telephone Company,ILEC,0005081542,131332
"The Electric and Water Plant Board of the City of Frankfort, KY",Electric and Water Plant Board of the City of Frankfort,Non-ILEC,0018510859,130445
"The Farmers Mutual Telephone Company of Stanton, Iowa","Farmers Mutual Telephone Company of Stanton, Iowa",ILEC,0003726288,130482
The Flat Planet Phone Company Inc.,The Flat Planet Phone Company Inc.,Non-ILEC,0018930487,220065
The Foerster Project LLC,The Foerster Project LLC,Non-ILEC,0029787611,460616
The Fort Jennings Telephone Co.,Fort Jennings Telephone Company,ILEC,0004341798,140036
The Greater Eastern Oregon Network,The Greater Eastern Oregon Network,Non-ILEC,0020676490,470078
The Harbor City Corp/ACC TELECOM,The Harbor City Corp.,Non-ILEC,0021113881,310072
The Hinton CATV Company Inc,Hinton Holding Company,Non-ILEC,0004975058,130614
The Iserv Company,"The Iserv Company, LLC",Non-ILEC,0016102006,190438
The Junction Internet LLC,The Junction Internet LLC,ILEC,0023401425,290106
The Laffoon Corporation,The Laffoon Corporation,Non-ILEC,0024532780,320093
"The Lincoln County Telephone System, Inc.","Lincoln Communications, Inc.",ILEC,0001596717,130743
The Masser Group Inc.,The Masser Group Inc.,Non-ILEC,0031758006,460617
"THE MCCLURE TELEPHONE COMPANY, INC.",McClure Telephone Company,ILEC,0004324828,130796
The Middle Point Home Telephone Company,"Hanson Communications, Inc.",ILEC,0005066063,150266
The Middleburgh Telephone Co,The Middleburgh Telephone Company,ILEC,0003454410,131339
The Montana Internet Corporation,Montana Internet Corporation,Non-ILEC,0011562717,240109
The Municipal Communications Utility of the City of Cedar Falls,Cedar Falls Municipal Communications Utility,Non-ILEC,0007491137,130218
The Nebraska Central Telephone Co.,The Nebraska Central Telephone Co.,ILEC,0003737194,131340
THE NEW KNOXVILLE TELEPHONE COMPANY,"New Knoxville Telephone Company/GoldStar Communications, LLC",ILEC,0004328688,130903
"The Nexus Group, Inc.","The Nexus Group, Inc.",Non-ILEC,0013873641,230049
The North-Eastern Pennsylvania Telephone Company,The North-Eastern Pennsylvania Telephone Company,ILEC,0004112835,131341
THE NOVA TELEPHONE COMPANY,"KCL Enterprises, Inc.",ILEC,0004324620,130956
The Ohio Bell Telephone Company,AT&T Inc.,ILEC,0002946986,130077
The Peetz Cooperative Telephone Company,The Peetz Cooperative Telephone Company,ILEC,0004337374,131021
The Peoples State Bank,Peoples State Bank,Non-ILEC,0020812715,380132
The Ponderosa Telephone Co.,"Ponderosa Communications, Inc.",ILEC,0001545748,131057
The Ridgeville Telephone Company,Ridgeville Telephone Company,ILEC,0003745700,131344
The Rye Telephone Company,"USConnect Holdings, Inc.",ILEC,0001615665,300192
The Seimitsu Corporation,Seimitsu Corporation,Non-ILEC,0017360827,220066
The Siskiyou Telephone Co.,"Siskiyou Communications, Inc.",ILEC,0001551241,131195
"The Smart Community Initiative, Inc.","The Smart Community Initiative, Inc.",Non-ILEC,0030699367,430216
"The Southern Kansas Telephone Company, Inc.","Twin Valley Management, Inc.",ILEC,0002333888,140092
"The Summit Telephone and Telegraph Company of Alaska, Inc.","Remote Control, Inc.",ILEC,0001569466,150307
"The Tahlequah, LLC","The Tahlequah, LLC",Non-ILEC,0023027618,290121
The Tech Consultants,The Tech Consultants,Non-ILEC,0023258718,450164
The Telephone Company LLC dba The Telephone Company,The Telephone Company LLC,Non-ILEC,0030498653,450124
"The TEL-NET Group, Inc.","The Tel-Net Group, Inc.",Non-ILEC,0028339950,400123
"The Toledo Telephone Co., Inc.",The Toledo Telephone Company,ILEC,0006662423,131347
"The Tri-County Telephone Association, Inc.","Tri-County Telephone Association, Inc. (KS)",ILEC,0018587436,410172
The Utilities Board of the City of Sylacauga,The Utilities Board of the City of Sylacauga,Non-ILEC,0001745603,190367
The Voice Application Network,"Wide Voice, LLC",Non-ILEC,0028570588,440109
Thing5 LLC,Thing5 LLC,Non-ILEC,0030874325,440177
"Think Big Networks, LLC","ThinkBig Networks, LLC",Non-ILEC,0025915802,410149
"Think VoIP Services, LLC","Think VoIP Services, LLC",Non-ILEC,0028844066,430163
"Third Generation of Pennsylvania, Inc","Third Generation of Pennsylvania, Inc.",Non-ILEC,0020759106,370126
Third Hatch Inc,Third Hatch Inc.,Non-ILEC,0031295595,450152
"Three River Communications, LLC",Three River Telco,Non-ILEC,0009329830,131349
Three River Telco,Three River Telco,ILEC,0002388684,131349
Three Rivers Communications,"3 Rivers Communications, LLC",Non-ILEC,0028167906,460001
"Threshold Communications, Inc.","Threshold Communications, Inc.",Non-ILEC,0006357826,131350
"Thrive Broadband, LLC","Thrive Broadband, LLC",Non-ILEC,0028528867,420129
"Thumb Cellular, LLC","Agri-Valley Communications, Inc.",Non-ILEC,0002751881,130018
THUMB ELECTRIC COOPERATIVE,Thumb Electric Cooperative,Non-ILEC,0030146906,460081
Tidal Communications LLC,"Tidal Communications, LLC",Non-ILEC,0018691113,210079
"TIDEWATER TELECOM, INC.",Lincolnville Telephone Company,ILEC,0004930350,130745
"Tier Two Communications, LLC","Tier Two Communications, LLC",Non-ILEC,0027626464,430178
Tierzero,Tierzero,Non-ILEC,0016889396,190369
"Tiger Computer Consulting, LLC",Intercept Wireless,Non-ILEC,0025722919,340036
"Tilson Technology Management, Inc.",Tilson Technology Management,Non-ILEC,0029708534,430083
TimbukTech Inc,TimbukTech Inc.,Non-ILEC,0024557050,420130
"Time Technology, Inc","Time Technology, Inc.",Non-ILEC,0028667897,410101
"Time2Market Cloud Services, LLC","Time2Market Cloud Services, LLC",Non-ILEC,0029887668,430084
"Ting Fiber, Inc.","Ting Fiber, Inc.",Non-ILEC,0026675546,400046
Tipmont Rural Electric Membership Corporation,Tipmont Rural Electric Membership Corporation,Non-ILEC,0028774750,400047
"TISD, Inc.","TISD, Inc.",Non-ILEC,0018569533,320114
"Tishomingo Connect, LLC",Tishomingo County Electric Power Association,Non-ILEC,0030147474,440099
"Titan Technologies, LLC","Titan Technologies, LLC",Non-ILEC,0028039238,400124
Titonka Telephone Company,Titonka Telephone Company,ILEC,0003749587,131354
TK Networks LLC,TK Networks LLC,Non-ILEC,0028759702,400048
TMConcepts LLC,Fiberwave,Non-ILEC,0029827813,390080
"T-Metrics, Inc.","T-Metrics, Inc.",Non-ILEC,0008188351,480091
"TMN, Inc",Cirra Networks,Non-ILEC,0017159856,300029
"T-Mobile USA, Inc.","T-Mobile USA, Inc.",Non-ILEC,0006945950,130403
Tnet Broadband Internet,Tnet Broadband Internet,Non-ILEC,0018607911,290108
"TNT-WiFi, LLC","TNT-WIFI, LLC",Non-ILEC,0029241007,430085
"Todays Telecommunications Industries, LLC","Todays Telecommunications Industries, LLC",Non-ILEC,0025904632,420131
Tohono O'odham Utility Authority,Tohono O'Odham Utility Authority,ILEC,0001601996,131357
"Tomales Bay LAN, LLC","Tomales Bay LAN, LLC",Non-ILEC,0023666274,480112
"Tombigbee Communications, LLC","Tombigbee Electric Cooperative, Inc.",Non-ILEC,0026359026,390122
"Tombigbee Fiber, LLC",Tombigbee Electric Power Association,Non-ILEC,0029666989,430086
"Toncom, Inc.","Tonica Technologies, Inc.",Non-ILEC,0003740412,131358
Tongue River Communications,Tongue River Communications,Non-ILEC,0019512201,400139
Tonica Telephone Company,"Tonica Technologies, Inc.",ILEC,0003740446,131358
"TopBox Solutions, LLC",TopBox Solutions LLC,Non-ILEC,0029774544,440178
"TopDog Phone, LLC","TopDog Phone, LLC",Non-ILEC,0025652306,360088
"Tophat Communications, LLC","Tophat Communications, LLC",Non-ILEC,0028829810,420132
"Topsham Communications, LLC","Citizens Telephone Company of Hammond NY, Inc.",Non-ILEC,0016569485,130269
Topsham Telephone Company,"Citizens Telephone Company of Hammond NY, Inc.",ILEC,0004374153,130269
"Totah Communications, Inc.","Totah Communications, Inc.",ILEC,0005010996,131359
Total Highspeed LLC,Total Highspeed LLC,Non-ILEC,0017633405,260056
"Total IT, Inc","Total IT, Inc.",Non-ILEC,0030036941,440100
Total Radio Service,"Total Radio Service, Inc.",Non-ILEC,0024800807,320094
"TotalBC, Inc.","TotalBC, Inc.",Non-ILEC,0030640494,480092
"Totelcom Communications, LLC",TOTE Holdings LLC,ILEC,0005069232,130315
"Totelcom Networks, LLC",TOTE Holdings LLC,Non-ILEC,0021261193,130315
Town of Concord,"Town of Concord, Massachusetts",Non-ILEC,0024009813,310092
Town of Dryden,"Town of Dryden, NY",Non-ILEC,0033167420,480093
Town of Estes Park,"Town of Estes Park, Colorado",Non-ILEC,0029151354,460082
Town of Islesboro,Town of Islesboro,Non-ILEC,0029913472,420133
Town of Pineville,Town of Pineville,ILEC,0001913979,131042
"Trace Fiber Networks, LLC",The Chickasaw Nation,Non-ILEC,0027848720,480117
Traci.net,"Traci.net, Inc.",Non-ILEC,0020368023,450125
Traer Municipal Utilities,Traer Municipal Utilities,Non-ILEC,0016086035,210080
"Trailwave Fiber, Inc.",Habersham Electric Membership Corporation,Non-ILEC,0022716385,310041
Trans-Cascades Telephone Company,Day Management Corporation,ILEC,0003716263,130206
Transcom Telecommunications,Transcom Telecommunications,Non-ILEC,0026403246,380133
"Transtelco, Inc.",Transtelco Holding,Non-ILEC,0017154659,240119
"Transwave Communications Systems, Inc.","Transwave Communications Systems, Inc.",Non-ILEC,0012081873,350104
"TRANSWORLD NETWORK, CORP","PCC Holdings, Inc.",Non-ILEC,0007566961,131016
"Treehouse Broadband, LLC","Treehouse Broadband, LLC",Non-ILEC,0029154457,410103
Trenton Telephone Co.,Trenton Telephone Co.,ILEC,0004339404,131365
TREPIC Networks LLC,TREPIC Networks LLC,Non-ILEC,0025725110,400050
"Tri County Telephone Association, Inc.","BHT Holdings, Inc.",ILEC,0003744463,131366
Triad Wireless,"Triad Wireless, LLC",Non-ILEC,0019023977,350105
Triada Networks LLC,Triada Networks LLC,Non-ILEC,0024599128,470136
Triangle Communication System Inc,"Triangle Telephone Cooperative Assn., Inc.",Non-ILEC,0001637222,131367
"Triangle Telephone Cooperative Association, Inc.","Triangle Telephone Cooperative Assn., Inc.",ILEC,0003729316,131367
"Triantan CCC, LLC","Triantan CCC, LLC",Non-ILEC,0028892784,410104
"Tri-Co Connections, LLC",Tri-County Rural Electric Cooperative,Non-ILEC,0027832633,420135
"Tri-Co Technologies, LLC","Tri-Co Technologies, LLC",ILEC,0025682071,350106
"TriCoLink, Inc.","Tri-County Electric Cooperative, Inc.",Non-ILEC,0029670247,440102
Tricom Technology Inc,Tricom Technology Inc.,Non-ILEC,0026495937,420134
Tri-County Communications Inc d/b/a Intelligent Network Communications Inc,Tri-County Communications Inc.,Non-ILEC,0018110981,280060
"Tri-County Communications, Inc.",Wilkes Telephone Membership Corporation,Non-ILEC,0003763489,131486
Tri-County Electric Cooperative dba HomeWorks Connect,Tri-County Electric Cooperative,Non-ILEC,0027154608,390123
"TRI-COUNTY FIBER COMMUNICATIONS, LLC",Tri-County Electric Membership Corporation,Non-ILEC,0026997874,390124
"Tri-County Service Center, Inc.",Tri-County Electric Membership Corporation,Non-ILEC,0029746377,390124
"Tri-County Telephone  Company, LLC","E. Ritter Communications Holdings, Inc.",ILEC,0001731710,130427
"Tri-County Telephone Cooperative, Inc.","Tri-County Communications Cooperative, Inc.",ILEC,0003774403,131368
Tri-County Telephone Membership Corp.,Wilkes Telephone Membership Corporation,ILEC,0001912138,131486
Trifecta Solutions Inc.,Trifecta Solutions Inc.,Non-ILEC,0019169630,480094
"Trinicom Communications, LLC","Trinicom Communications, LLC",Non-ILEC,0021729413,270093
Trinity Communications,"Trinity Communications, LLC",Non-ILEC,0028766152,400051
Triotech Corporation,Triotech Corporation,Non-ILEC,0028212173,480095
"TrioTel Communications, Inc.","TrioTel Communications, Inc.",ILEC,0002430916,130797
"Triple Crown Internet, Inc.","Triple Crown Internet, Inc.",Non-ILEC,0024987547,460083
"Triplet Mountain Communications, Inc.","San Carlos Apache Telecommunications Utility, Inc.",Non-ILEC,0024291908,190428
TriTech Wireless LLC,TriTech Wireless LLC,Non-ILEC,0028116416,430219
TriTel Networks,"Tri-Tel Communications, Inc.",Non-ILEC,0025148800,480096
"Triton Networks, LLC","Triton Networks, LLC",Non-ILEC,0020530002,390125
"Troy Cablevision, Inc.","Telapex, Inc.",Non-ILEC,0005017298,131302
"True IP Solutions, LLC.","True IP Solutions, LLC",Non-ILEC,0022221022,390126
True VoIP Corp,True VoIP Corp.,Non-ILEC,0028652824,410105
TrueConnX LLC,Seimitsu Corporation,Non-ILEC,0026050237,220066
"Trumansburg  Telephone Company, Inc.","Future Fiber FinCo, LLC",ILEC,0003412871,131378
"TruNet Internet Services, LLC",TruNet Computer Technology Inc.,Non-ILEC,0033029471,460671
"TruVista Communications of Georgia, LLC","TruVista Communications, Inc.",Non-ILEC,0021445440,130242
"TruVista Communications, Inc. f/k/a The Chester Telephone Company","TruVista Communications, Inc.",ILEC,0003707775,130242
TS NETWORK,Ts Network,Non-ILEC,0029387420,440179
"TSC Communications, Inc.","Hanson Communications, Inc.",Non-ILEC,0003778628,150266
"TSC, Inc.",Carnegie Telephone Company,Non-ILEC,0023780380,130201
"TSCI, Inc.","Telecomp Computer Services, Inc.",Non-ILEC,0023249451,300155
Tsunami-Wireless,Tsunami-Wireless,Non-ILEC,0020934360,280061
"TTM Communications, Inc.","TTM Communications, Inc.",Non-ILEC,0027510734,440180
"Tularosa Basin Telephone Company, Inc.","Tularosa Basin Telephone Company, Inc.",ILEC,0001675461,131383
Tullahoma Utilities Board,Tullahoma Utilities Authority,Non-ILEC,0001758846,370127
TurboNet Technologies Inc,"TurboNet Technologies, Inc.",Non-ILEC,0018998831,410151
Turley Solutions & Innovations,"Turley Solutions & Innovations, LLC",Non-ILEC,0032007056,460620
TurnDial LLC,TurnDial LLC,Non-ILEC,0028945525,450127
Turnkey VoIP LLC,"Turnkey VoIP Holdings, LLC",Non-ILEC,0031877202,460621
"Turtle Mountain Communications, Inc.",UTMA,ILEC,0003740628,131407
TUTTLE DEVELOPMENT AUTHORITY,Tuttle Development Authority,Non-ILEC,0027042928,370128
"Twin Lakes Communications, Inc.",Twin Lakes Telephone Cooperative Corporation,Non-ILEC,0011272671,131384
Twin Lakes Telephone Cooperative Corporation,Twin Lakes Telephone Cooperative Corporation,ILEC,0001773670,131384
"Twin Valley Communications, Inc","Twin Valley Management, Inc.",Non-ILEC,0007573520,140092
Twin Valley Telephone Inc,"Twin Valley Management, Inc.",ILEC,0002334407,140092
Twin Valley-Ulen Telephone co,"Arvig Enterprises, Inc.",ILEC,0002647287,130074
TWO ROCK LAN LLC,West County Networks LLC,Non-ILEC,0031967490,450135
Two Tin Cans,"Two Tin Cans, LLC",Non-ILEC,0025972373,360092
TX iSpeed Broadband LLC,iSpeed Broadband LLC,Non-ILEC,0030640361,430088
TXOL Internet Inc.,TXOL Internet Inc.,Non-ILEC,0016053431,310037
U Communications,"Upchurch Telecom & Data, Inc.",Non-ILEC,0025661059,460622
U.S. TelePacific Corp. d/b/a TPx Communications,U.S. TelePacific Holdings Corp.,Non-ILEC,0003733813,131386
Uber Wireless,Uber Wireless LLP,Non-ILEC,0028663961,460084
Ubinet Corp,Ubinet Corp,Non-ILEC,0030692420,470079
"UBTA-UBET Communications, Inc. d/b/a STRATA Networks","UBTA-UBET Communications, Inc.",ILEC,0004533105,131387
UComTel Inc,UComTel Inc.,Non-ILEC,0021884515,300161
"Uintah Basin Electronic Telecommunications, LLC d/b/a Strata Networks","UBTA-UBET Communications, Inc.",Non-ILEC,0001601079,131387
"ULTATEL, LLC","ULTATEL, LLC",Non-ILEC,0025788076,350109
"Ultimate Internet Access, Inc","Ultimate Internet Access, Inc.",Non-ILEC,0020305868,340076
Ultranet LLC,Ultranet LLC,Non-ILEC,0029680824,450128
"UltraWISP, LLC","UltraWISP, LLC",Non-ILEC,0031119274,470080
Umpqua Broadband,"Project A, Inc.",Non-ILEC,0018345132,430089
"Underline El Paso, LLC","Underline El Paso, LLC",Non-ILEC,0032820045,460085
Unggoy Broadband LLC,Unggoy Broadband,Non-ILEC,0023279011,360093
"UniCap, Inc.","UniTek, Inc.",Non-ILEC,0010969780,131397
Unicom Telecom Inc,Unicom Telecom Inc.,Non-ILEC,0029238219,420138
UniFi North LLC,UniFi North LLC,Non-ILEC,0028179620,390128
"Unified Communications, Inc.","Unified Communications, Inc.",Non-ILEC,0023896962,300164
"Unified Communications, LC","Unified Communications, LC",Non-ILEC,0008851867,380134
"Unified Global Solutions, LLC","Unified Global Solutions, LLC",Non-ILEC,0029800133,440103
"Unified Office, Inc.","Unified Office, Inc.",Non-ILEC,0033458837,470081
Union City Energy Authority,Union City Energy Authority,Non-ILEC,0001769405,370129
Union River Telephone Company,Union River Telephone Company,ILEC,0004338026,131388
"Union Springs Telephone Company, Inc.","Troy Cablevision, Inc.",ILEC,0003731940,190380
Union Telephone Company,Union Holding Corp.,ILEC,0001630201,360114
Union Telephone Company,Amherst Telephone Company,ILEC,0002717031,130058
"Unite Private Networks, L.L.C.","Fiber Platform, LLC",Non-ILEC,0014817357,350042
"Unite Private Networks-Illinois, L.L.C.","Fiber Platform, LLC",Non-ILEC,0014817035,350042
"United Business Technologies, Inc.","United Business Technologies, Inc.",Non-ILEC,0030013494,430165
United Communications Association Inc,"United Telephone Association, Inc.",Non-ILEC,0002327153,131395
"United Communications, Inc.","MTE Holdings, LLC",Non-ILEC,0011414059,131396
"United Electric Cooperative Services, Inc.","United Electric Cooperative Services, Inc.",Non-ILEC,0001513068,430166
United Farmers Telephone Company,Evertek Enterprises,ILEC,0018592253,131394
"United Services, Inc.","United Electric Cooperative, Inc.",Non-ILEC,0016087876,150327
UNITED STATES CELLULAR CORPORATION,"Telephone & Data Systems, incl. UScellular",Non-ILEC,0004372322,131310
"United Technology Group, INC","United Technology Group, Inc.",Non-ILEC,0026259531,410107
United Telephone Assn Inc,"United Telephone Association, Inc.",ILEC,0002335099,131395
United Telephone Company,"MTE Holdings, LLC",ILEC,0005069299,131396
UNITED TELEPHONE MUTUAL AID CORPORATION,UTMA,ILEC,0002477503,131407
"United Utilities, Inc.",GCI Holdings LLC,ILEC,0001571561,130534
"United Wireless Communications, Inc.","United Telephone Association, Inc.",Non-ILEC,0012662698,131395
United World Telecom LC,"United World Telecom, LC",Non-ILEC,0010159515,240096
"United-KUC, Inc.",GCI Holdings LLC,ILEC,0004365664,130534
"Unitel, Inc.","Unitel, Inc.",Non-ILEC,0023001449,400052
Unity Tel. Co. Inc.,"UniTek, Inc.",ILEC,0005095104,131397
"Universal Connectivity, Inc.","Universal Connectivity, Inc.",Non-ILEC,0009645201,280062
"Universal Telcom, LLC","Universal Telcom, LLC",Non-ILEC,0020558912,320098
UniVision Incorporated,"UniVision, Inc.",Non-ILEC,0022283626,410108
"UniVoIP, Inc.","UniVoIP, Inc.",Non-ILEC,0022129910,300163
"UniVoxx, LLC","UniVoxx, LLC",Non-ILEC,0029118007,430167
"Unlimited Net Partners, LLC","Unlimited Net Partners, LLC",Non-ILEC,0028718468,400053
UNONET CORP,UNONET Corp.,Non-ILEC,0031450836,460086
"UnWired Broadband, LLC",UnWired Broadband Holding LLC,Non-ILEC,0030753966,460087
Unwired Ltd,Unwired Ltd.,Non-ILEC,0013869250,131400
"Upcasa Technology Services, LLC","Upcasa Technology Services, LLC",Non-ILEC,0027382969,380136
Uplink Internet LLC,Uplink Internet LLC,Non-ILEC,0026218602,370131
Upnetwi Llc,"UpNet WI, LLC",Non-ILEC,0026694422,370132
"upNetworx, Inc.","upNetworx, Inc.",Non-ILEC,0023616477,310075
Upper Peninsula Telephone Co,LICT Corporation,ILEC,0004927802,160127
Uprise LLC,Uprise LLC,Non-ILEC,0030758817,460088
UPSALA COOPERATIVE TELEPHONE ASSOCIATION,Upsala Cooperative Telephone Association,ILEC,0018570812,131401
Upward Access,"Upward Access, LLC",Non-ILEC,0018425108,150330
Upward Broadband LLC,"Upward Broadband, LLC",Non-ILEC,0031743610,450129
"Urban Communications, Inc","Urban Communications, Inc.",Non-ILEC,0019766914,250081
Urban Networks,XAirnet Corp.,Non-ILEC,0023418973,410182
US Internet Corp,US Internet Corp.,Non-ILEC,0017096538,400137
US LEC Communications LLC,"Windstream Holdings, Inc.",Non-ILEC,0003721396,131413
Us New Era Internet Corp,Us New Era Internet Corp.,Non-ILEC,0028450591,420139
"US Signal Company, LLC","US Signal Company, LLC",Non-ILEC,0007738446,130996
"US South Communications, Inc. d/b/a US South & d/b/a INCOMM","US South Communications, Inc.",Non-ILEC,0003747490,430164
"USA Digital Communications, Inc.","USA Digital Communications, Inc.",Non-ILEC,0004272886,470082
"USECnet, LLC","U.S. Electric & Communications, LLC",Non-ILEC,0029581857,430090
"USFon, Inc.","USFon, Inc.",Non-ILEC,0018100230,230050
"USIPCOMMUNICATIONS, LLC","USIP Communications, LLC",Non-ILEC,0024846941,340077
"USWIFI, LLC","USWIFI, LLC",Non-ILEC,0027636323,480097
UT&T LLC,UT&T LLC,Non-ILEC,0020589032,240097
Utah Broadband,FIF Utah LLC,Non-ILEC,0018608117,440190
Utah Telecommunication Open Infrastructure Agency,Utah Telecommunication Open Infrastructure Agency,Non-ILEC,0016004087,230051
"Utility Telecom Group, LLC","Utility Telecom Group, LLC",Non-ILEC,0024994311,310076
"Uvoice USA, LLC","Uvoice USA, LLC",Non-ILEC,0027068741,400125
"UVXC, LLC","UVXC, LLC",Non-ILEC,0029493863,420141
VAL-ED Joint Venture LLP dba 702Communications,VAL-ED Joint Venture L.L.P.,Non-ILEC,0018603969,131408
"Valley Communications Association, LLC","Valley Communications Association, LLC",Non-ILEC,0026268516,360094
"Valley Computer Solutions, LLC",Valley Computer Solutions LLC,Non-ILEC,0024405532,440182
"Valley Connections, LLC","Valley Telephone Cooperative, Inc. (AZ/NM)",Non-ILEC,0013127899,131411
Valley Telecommunications Coop,"Valley Telecommunications Cooperative Association, Inc.",Non-ILEC,0005622675,131409
"Valley Telecommunications Cooperative Association, Inc","Valley Telecommunications Cooperative Association, Inc.",ILEC,0002430510,131409
Valley Telephone Company,Park Region Mutual Telephone Company,ILEC,0003770815,131009
"Valley Telephone Cooperative, Inc.","Valley Telephone Cooperative, Inc. (AZ/NM)",ILEC,0001603042,131411
"Valley Telephone Cooperative, Inc.","Valley Telephone Cooperative, Inc. (TX)",ILEC,0001685718,340001
Valliant Telephone Company DBA Valliant Communications,"Valliant Telephone Company, Inc.",ILEC,0004269718,131412
"Valor Telecommunications of Texas, LLC dba Windstream Communications Southwest","Windstream Holdings, Inc.",ILEC,0003783123,131413
"Valstar, Inc.","Germantown Telephone Company, Inc.",Non-ILEC,0004335394,130538
Van Buren Telephone Co Inc,"Van Buren Telephone Co., Inc.",ILEC,0002592640,131414
Van Horne Cooperative Telephone Company,Van Horne Cooperative Telephone Company,ILEC,0003758109,131415
Vance Broady dba VoIP Portland,Vance Broady,Non-ILEC,0027563071,380137
VANDERLINK,"VanderLink, LLC",Non-ILEC,0024422578,460623
VanillaSoft Corp,VanillaSoft,Non-ILEC,0023462062,300000
"VanillaSoft, Inc",VanillaSoft,Non-ILEC,0023462179,300000
"Vantage Point Solutions Group, LLC","Vantage Point Solutions Group, LLC",Non-ILEC,0031445588,450130
"Varnet, Inc. dba Varcomm Broadband","Varcomm Holdings, Inc.",Non-ILEC,0029744430,131416
"Vartel, LLC","Vartel, LLC",Non-ILEC,0018972869,260058
"Vatrix, LLC",Vatrix LLC,Non-ILEC,0032061434,460624
Vaughnsville Telephone Company,Vaughnsville Telephone Company,ILEC,0004984670,131418
"VC3, Inc.","VC3, Inc.",Non-ILEC,0015864101,270095
VCP Solutions Inc,VCP Solutions Inc.,Non-ILEC,0029084134,420142
"VCS Telecom, LLC.","Vidal Communication Services, Inc.",Non-ILEC,0028431088,440106
VDL INC d/b/a Global Telecom Brokers,VDL Inc.,Non-ILEC,0018511246,131420
"VDT, LLC","VDT, LLC",Non-ILEC,0029339538,430169
Vector Choice Technology Solutions,Vector Choice Technology Solutions,Non-ILEC,0025521493,420143
Vector Data Systems LLC,Vector Data Systems LLC,Non-ILEC,0017306663,170089
"Velociter Wireless, Inc.","Velociter Wireless, Inc.",Non-ILEC,0018580423,131421
"Velocity Broadband Internet, Inc.","Velocity Broadband Internet, Inc.",Non-ILEC,0020070504,270096
"Velocity Communications, Inc.","Velocity Communications, Inc.",Non-ILEC,0018861252,350110
"Velocity Network, Inc","Velocity Network, Inc.",Non-ILEC,0011825783,310077
"Velocity Telephone, Inc.","Velocity Telephone, Inc.",Non-ILEC,0008295925,140097
"Velocity, A Managed Services Company, Inc.","Velocity, The Greatest Phone Company Ever, Inc.",Non-ILEC,0015545437,290120
"Velocity.Net Communications, INC","Velocity.Net Communications, Inc.",Non-ILEC,0015881154,310078
Veloxnet Incorporated DBA Veloxinet,Veloxnet Inc.,Non-ILEC,0017335381,280063
"Ventura Telephone Co., Inc.",Clear Lake Independent Telephone Company,ILEC,0002557742,130290
Venture Communications Cooperative,"Venture Communications Cooperative, Inc.",ILEC,0003784477,131422
"Venture Communications, Inc.","Venture Communications Cooperative, Inc.",Non-ILEC,0005623244,131422
Venus Telephone Corporation,Venus Telephone Corporation,ILEC,0004976494,131423
Veopoint,VEOpoint,Non-ILEC,0020510475,380138
"Vercom Systems,  Inc.","Vercom Systems, Inc.",Non-ILEC,0029307774,420144
"Verge Network Solutions, LLC","Verge Network Solutions, LLC",Non-ILEC,0033011602,470083
"Verge Voip, LLC","Verge Voip, LLC",Non-ILEC,0028056869,400126
Verizon Business Global LLC dba Verizon Business,Verizon Communications Inc.,Non-ILEC,0010856284,131425
Verizon Delaware LLC,Verizon Communications Inc.,ILEC,0003271798,131425
Verizon Maryland LLC,Verizon Communications Inc.,ILEC,0002166825,131425
Verizon New England Inc.,Verizon Communications Inc.,ILEC,0003628971,131425
Verizon New Jersey Inc.,Verizon Communications Inc.,ILEC,0003316692,131425
Verizon New York Inc.,Verizon Communications Inc.,ILEC,0003469442,131425
Verizon Pennsylvania LLC,Verizon Communications Inc.,ILEC,0003273505,131425
Verizon South Inc.,Verizon Communications Inc.,ILEC,0001962588,131425
Verizon Virginia LLC,Verizon Communications Inc.,ILEC,0002073203,131425
"Verizon Washington, DC Inc.",Verizon Communications Inc.,ILEC,0002109213,131425
"Vermont Telephone Co., Inc","Vermont National Telephone Company, Inc.",ILEC,0005209374,131426
Vernon Communications Cooperative,"Vernon Telephone Cooperative, Inc.",ILEC,0002713626,131427
"Vero Broadband, LLC","Vero Broadband, LLC",Non-ILEC,0031708613,460089
"VERSA Technologies, Inc.","Versa Technologies, Inc.",Non-ILEC,0022906598,440105
Versatel LLC,Versatel LLC,Non-ILEC,0026152280,470084
Verso Networks,Verso Networks Inc.,Non-ILEC,0022583801,310079
Vertical Broadband LLC.,Vertical Broadband LLC,Non-ILEC,0025165275,340079
Vertrees Electronics,Vertrees Electronics LLC,Non-ILEC,0032809949,420145
Vested Networks LLC,Vested Networks LLC,Non-ILEC,0026955260,470085
"Vexus Fiber, LLC","NTS, Inc.",Non-ILEC,0004266938,150340
"VGI Technology, Inc","VGI Technology, Inc.",Non-ILEC,0020201364,310096
